,2023-06-13 19:45:00,2023-06-13 19:30:00,2023-06-13 19:15:00,2023-06-13 19:00:00,2023-06-13 18:45:00,2023-06-13 18:30:00,2023-06-13 18:15:00,2023-06-13 18:00:00,2023-06-13 17:45:00,2023-06-13 17:30:00,2023-06-13 17:15:00,2023-06-13 17:00:00,2023-06-13 16:45:00,2023-06-13 16:30:00,2023-06-13 16:15:00,2023-06-13 16:00:00,2023-06-13 15:45:00,2023-06-13 15:30:00,2023-06-13 15:15:00,2023-06-13 15:00:00,2023-06-13 14:45:00,2023-06-13 14:30:00,2023-06-13 14:15:00,2023-06-13 14:00:00,2023-06-13 13:45:00,2023-06-13 13:30:00,2023-06-13 13:15:00,2023-06-13 13:00:00,2023-06-13 12:45:00,2023-06-13 12:30:00,2023-06-13 12:15:00,2023-06-13 12:00:00,2023-06-13 11:45:00,2023-06-13 11:30:00,2023-06-13 11:15:00,2023-06-13 11:00:00,2023-06-13 10:45:00,2023-06-13 10:30:00,2023-06-13 10:15:00,2023-06-13 10:00:00,2023-06-13 09:45:00,2023-06-13 09:30:00,2023-06-13 09:15:00,2023-06-13 09:00:00,2023-06-13 08:45:00,2023-06-13 08:30:00,2023-06-13 08:15:00,2023-06-13 08:00:00,2023-06-13 07:45:00,2023-06-13 07:30:00,2023-06-13 07:15:00,2023-06-13 07:00:00,2023-06-13 06:45:00,2023-06-13 06:30:00,2023-06-13 06:15:00,2023-06-13 06:00:00,2023-06-13 05:45:00,2023-06-13 05:30:00,2023-06-13 05:15:00,2023-06-13 05:00:00,2023-06-13 04:45:00,2023-06-13 04:30:00,2023-06-13 04:15:00,2023-06-13 04:00:00,2023-06-12 19:45:00,2023-06-12 19:30:00,2023-06-12 19:15:00,2023-06-12 19:00:00,2023-06-12 18:45:00,2023-06-12 18:30:00,2023-06-12 18:15:00,2023-06-12 18:00:00,2023-06-12 17:45:00,2023-06-12 17:30:00,2023-06-12 17:15:00,2023-06-12 17:00:00,2023-06-12 16:45:00,2023-06-12 16:30:00,2023-06-12 16:15:00,2023-06-12 16:00:00,2023-06-12 15:45:00,2023-06-12 15:30:00,2023-06-12 15:15:00,2023-06-12 15:00:00,2023-06-12 14:45:00,2023-06-12 14:30:00,2023-06-12 14:15:00,2023-06-12 14:00:00,2023-06-12 13:45:00,2023-06-12 13:30:00,2023-06-12 13:15:00,2023-06-12 13:00:00,2023-06-12 12:45:00,2023-06-12 12:30:00,2023-06-12 12:15:00,2023-06-12 12:00:00,2023-06-12 11:45:00,2023-06-12 11:30:00,2023-06-12 11:15:00,2023-06-12 11:00:00
1. open,126.6200,126.7400,126.6600,126.6500,126.6300,126.6400,126.6000,126.6200,126.6200,126.6600,126.6100,126.6500,126.6500,126.6397,126.6600,126.6600,126.4685,126.3514,126.4293,126.3900,126.4200,126.0400,126.3420,126.5500,126.6350,126.6600,126.4900,126.5700,126.4211,126.1801,126.5885,126.5400,127.1000,127.0500,126.9500,126.4400,126.1300,125.6319,125.4300,126.5500,126.9900,128.1200,128.7100,128.6000,128.6200,127.4200,127.4300,127.6200,127.4800,127.6600,127.7000,127.6100,127.7500,127.7700,127.9000,127.9000,127.7900,127.9900,127.9700,127.9300,127.9700,127.9800,127.7800,127.1300,126.9699,126.7800,126.7000,126.8300,126.6800,126.6200,126.6000,126.5800,126.5996,126.5800,126.6005,126.5600,126.5000,126.6500,126.5000,126.5700,126.2100,126.4200,126.6200,126.4900,126.1850,125.9250,126.0150,126.1150,126.0650,125.8350,125.8750,125.5700,125.4700,125.5200,125.4550,125.6200,125.5000,125.0700,124.9500,124.9600
2. high,126.7700,126.7500,126.7500,126.7000,126.6691,126.6900,126.6800,126.6600,126.7200,126.7000,126.6900,126.6900,126.6800,126.6600,126.6800,126.6600,126.7500,126.6327,126.5801,126.5100,126.5250,126.4700,126.4930,126.6600,126.6700,126.8400,126.7400,126.7700,126.5899,126.6100,126.6100,126.7900,127.1580,127.2700,127.2500,127.1000,128.0500,126.5500,125.8798,126.8696,127.2100,128.4100,128.7100,128.8200,128.6200,128.8000,127.7500,128.2400,127.5600,127.6600,127.8000,127.8700,127.7500,127.8600,127.9000,127.9100,127.9200,127.9900,128.1000,127.9800,127.9800,127.9800,127.9800,127.9500,127.0000,126.9900,126.8000,126.8300,126.8359,126.6800,126.6200,126.6500,126.6000,126.6000,126.6005,126.6400,126.5800,126.6700,126.6900,126.7000,126.6600,126.5500,126.7800,126.6700,126.4900,126.1900,126.0901,126.2100,126.1800,126.0900,125.9600,125.8800,125.5800,125.7000,125.5800,125.6400,125.6201,125.5900,125.2400,125.0862
3. low,126.6200,126.6001,126.6500,126.6500,126.6300,126.6400,126.5800,126.6000,126.6200,126.6400,126.6000,126.5600,126.6100,126.5500,126.5500,126.5400,126.4300,126.3100,126.2900,126.2900,126.1400,125.9400,125.9700,126.1200,126.3900,126.4500,126.4300,126.3300,126.2400,126.1101,125.8700,126.3400,126.5300,126.8400,126.7861,126.3700,126.0400,125.5700,125.1800,125.3800,126.3600,126.6700,128.0500,128.5000,128.3000,127.0800,127.3000,127.1200,127.4000,127.4800,127.7000,127.5000,127.6000,127.7500,127.7200,127.8500,127.7900,127.7000,127.9000,127.9300,127.9400,127.9000,127.7800,127.1300,126.8800,126.7000,126.6100,126.7000,126.6700,126.5800,126.5000,126.5400,126.5460,126.5300,126.5400,126.5600,126.4900,126.4800,126.5000,126.4100,126.1700,126.1900,126.3600,126.3000,126.1850,125.9100,125.9100,125.9500,125.9900,125.7300,125.6600,125.5250,125.2850,125.3800,125.3500,125.3800,125.3450,125.0700,124.7800,124.5700
4. close,126.7700,126.6600,126.7500,126.6700,126.6500,126.6900,126.6000,126.6000,126.6800,126.6500,126.6900,126.6200,126.6400,126.6500,126.5900,126.6500,126.6500,126.4650,126.3500,126.4424,126.3800,126.4300,126.0400,126.3400,126.5600,126.6350,126.6400,126.5021,126.5639,126.4300,126.1836,126.5900,126.5500,127.1000,127.0500,126.9500,126.4400,126.1305,125.6301,125.4500,126.5300,126.9899,128.0500,128.7000,128.5021,128.5694,127.7500,127.4500,127.4500,127.4800,127.7000,127.6000,127.7000,127.7500,127.7400,127.8500,127.9200,127.7300,127.9000,127.9300,127.9500,127.9400,127.9800,127.7800,127.0000,126.9000,126.7800,126.7500,126.8359,126.6700,126.6000,126.5700,126.6000,126.5500,126.5600,126.6100,126.5800,126.5300,126.6400,126.5700,126.6600,126.2150,126.4250,126.6200,126.4850,126.1800,125.9296,126.0200,126.1150,126.0650,125.8300,125.8750,125.5730,125.4650,125.5106,125.4674,125.6199,125.5022,125.0601,124.9500
5. volume,21365,14568,11888,6821,3986,2384,6633,13537,73125,14999,49246,17141,111964,38938,23556,1425183,2937280,1209803,1132446,760896,904103,1348764,1012141,1052624,828662,973421,902528,1202434,892799,978912,1605090,1283700,1244159,1910824,1781875,1664895,1529944,2115349,2460431,3187489,3374101,5606005,150854,134463,108583,357113,47484,131706,15542,29303,12904,52538,4671,7384,4074,4867,3937,7888,11771,1146,3262,5487,7451,22786,42640,35920,9507,7135,23036,3470,9851,12873,7914,18273,9769,151812,42320,58851,56171,1184566,4199141,1800576,1321399,1584215,1378786,912711,855099,1073184,1029355,1209045,983024,1401194,779740,930878,874093,982377,1358942,1669419,1322367,1207237
