datetime,open,high,low,close,volume
2023-06-06 16:00:00,333.68,333.9,333.04,333.53,939214.0
2023-06-06 17:00:00,333.45,333.71,333.45,333.5214,4749.0
2023-06-06 18:00:00,333.24,333.68,333.05,333.13,8042.0
2023-06-06 19:00:00,333.13,333.5,333.08,333.33,9816.0
2023-06-07 04:00:00,333.17,333.17,331.62,332.05,2424.0
2023-06-07 05:00:00,332.05,333.1,331.75,332.2,12486.0
2023-06-07 06:00:00,332.5,333.0,332.5,332.75,9773.0
2023-06-07 07:00:00,332.89,333.2,332.42,333.19,28446.0
2023-06-07 08:00:00,332.84,333.26,332.42,332.62,209914.0
2023-06-07 09:00:00,332.95,334.49,330.46,330.655,3824215.0
2023-06-07 10:00:00,330.67,330.69,325.745,326.8,7629360.0
2023-06-07 11:00:00,326.8,327.57,325.03,325.08,4515205.0
2023-06-07 12:00:00,325.09,325.74,323.89,324.19,4080543.0
2023-06-07 13:00:00,324.16,324.67,323.5,323.87,3409699.0
2023-06-07 14:00:00,323.88,324.82,323.5,324.475,2767750.0
2023-06-07 15:00:00,324.47,324.55,322.5,323.46,6584980.0
2023-06-07 16:00:00,323.38,323.7999,322.01,322.1,2669176.0
2023-06-07 17:00:00,322.12,323.38,322.1,322.3,43604.0
2023-06-07 18:00:00,322.5,322.85,322.3101,322.576,14254.0
2023-06-07 19:00:00,322.46,322.78,322.4,322.58,16445.0
2023-06-08 04:00:00,322.0,322.76,321.4,322.63,14321.0
2023-06-08 05:00:00,322.9,323.42,322.55,323.42,8104.0
2023-06-08 06:00:00,323.45,323.9,323.01,323.01,9668.0
2023-06-08 07:00:00,323.36,323.52,322.65,322.85,30473.0
2023-06-08 08:00:00,322.2,324.46,320.0,323.71,111401.0
2023-06-08 09:00:00,323.78,325.21,323.32,324.2599,3825469.0
2023-06-08 10:00:00,324.3,326.04,323.5,325.81,3617948.0
2023-06-08 11:00:00,325.81,326.52,325.61,326.16,2357259.0
2023-06-08 12:00:00,326.13,326.64,324.64,324.923,2058249.0
2023-06-08 13:00:00,324.905,325.045,323.5,323.99,1965585.0
2023-06-08 14:00:00,323.995,325.24,323.82,325.16,1703862.0
2023-06-08 15:00:00,325.16,325.95,323.82,325.22,2951538.0
2023-06-08 16:00:00,325.26,325.91,324.81,325.25,1156092.0
2023-06-08 17:00:00,325.24,325.49,324.8,325.11,32842.0
2023-06-08 18:00:00,325.08,325.08,324.08,324.25,23353.0
2023-06-08 19:00:00,324.2,324.2,323.39,323.69,24130.0
2023-06-09 04:00:00,324.11,324.24,323.2,323.8,12448.0
2023-06-09 05:00:00,323.8,324.27,323.5,323.7,6659.0
2023-06-09 06:00:00,323.98,324.96,323.98,324.86,18833.0
2023-06-09 07:00:00,324.6,324.7,324.12,324.4,21701.0
2023-06-09 08:00:00,324.75,324.94,323.7351,324.73,77416.0
2023-06-09 09:00:00,324.62,329.99,324.41,329.55,3821036.0
2023-06-09 10:00:00,329.58,329.79,326.8,327.43,3636180.0
2023-06-09 11:00:00,327.4,328.63,325.29,325.51,2764455.0
2023-06-09 12:00:00,325.51,326.88,325.02,326.81,1736193.0
2023-06-09 13:00:00,326.83,328.45,326.6642,328.44,1318491.0
2023-06-09 14:00:00,328.45,328.48,327.34,327.96,1240684.0
2023-06-09 15:00:00,328.0,328.09,326.24,326.81,3248314.0
2023-06-09 16:00:00,326.85,327.43,326.7,327.36,1080001.0
2023-06-09 17:00:00,327.16,327.49,326.79,327.25,47790.0
