datetime,open,high,low,close,volume
2023-06-06 16:00:00,126.61,126.7,126.42,126.47,1844104.0
2023-06-06 17:00:00,126.47,126.59,126.42,126.5001,27075.0
2023-06-06 18:00:00,126.51,126.55,126.36,126.4,30304.0
2023-06-06 19:00:00,126.4,126.55,126.36,126.47,34821.0
2023-06-07 04:00:00,126.75,126.75,126.14,126.48,26092.0
2023-06-07 05:00:00,126.45,126.47,125.81,126.13,85180.0
2023-06-07 06:00:00,126.11,127.48,126.0,126.65,197595.0
2023-06-07 07:00:00,126.75,126.95,126.3,126.77,299610.0
2023-06-07 08:00:00,126.68,126.9,125.77,126.45,706777.0
2023-06-07 09:00:00,126.4,127.365,125.775,126.18,9865917.0
2023-06-07 10:00:00,126.19,126.32,123.16,123.6508,13686485.0
2023-06-07 11:00:00,123.65,124.06,122.37,122.66,13564583.0
2023-06-07 12:00:00,122.66,123.04,121.7,122.26,10226120.0
2023-06-07 13:00:00,122.265,122.58,121.58,122.29,7087475.0
2023-06-07 14:00:00,122.285,122.7,121.51,121.861,7391672.0
2023-06-07 15:00:00,121.865,122.01,120.63,121.23,15407955.0
2023-06-07 16:00:00,121.23,123.16,121.15,121.2301,4345617.0
2023-06-07 17:00:00,121.23,121.57,121.23,121.55,383990.0
2023-06-07 18:00:00,121.57,121.6,121.31,121.38,52114.0
2023-06-07 19:00:00,121.33,121.42,121.33,121.42,51055.0
2023-06-08 04:00:00,121.59,121.59,120.98,121.37,35373.0
2023-06-08 05:00:00,121.41,121.82,121.31,121.81,17331.0
2023-06-08 06:00:00,121.83,122.38,121.8,122.15,75546.0
2023-06-08 07:00:00,122.15,122.72,121.86,122.4,202469.0
2023-06-08 08:00:00,122.1982,123.35,120.43,123.34,670381.0
2023-06-08 09:00:00,123.31,124.08,122.2579,123.35,11538879.0
2023-06-08 10:00:00,123.38,125.24,123.0749,125.025,13452215.0
2023-06-08 11:00:00,125.0277,125.625,124.47,124.94,8250602.0
2023-06-08 12:00:00,124.94,125.0199,124.25,124.53,4529571.0
2023-06-08 13:00:00,124.54,124.81,123.64,123.7433,4321136.0
2023-06-08 14:00:00,123.76,124.28,123.465,123.895,5308180.0
2023-06-08 15:00:00,123.895,124.35,123.35,124.22,8256618.0
2023-06-08 16:00:00,124.25,124.35,124.0,124.2,1627482.0
2023-06-08 17:00:00,124.17,124.25,124.0,124.141,261954.0
2023-06-08 18:00:00,124.2,124.22,124.07,124.14,55222.0
2023-06-08 19:00:00,124.15,124.16,123.98,124.0,61311.0
2023-06-09 04:00:00,124.16,124.18,123.86,124.0,21435.0
2023-06-09 05:00:00,123.99,124.1,123.87,123.88,12519.0
2023-06-09 06:00:00,124.03,124.15,121.95,122.66,95407.0
2023-06-09 07:00:00,122.76,123.95,122.6,123.7,177112.0
2023-06-09 08:00:00,122.79,124.49,122.64,123.65,399969.0
2023-06-09 09:00:00,123.65,125.7599,123.31,125.1568,9091051.0
2023-06-09 10:00:00,125.16,125.8,123.48,123.615,8632795.0
2023-06-09 11:00:00,123.615,124.52,123.36,123.5922,7312533.0
2023-06-09 12:00:00,123.6,123.92,123.19,123.7586,4422358.0
2023-06-09 13:00:00,123.76,124.62,123.67,124.47,4599174.0
2023-06-09 14:00:00,124.465,124.53,123.9,124.1016,3713356.0
2023-06-09 15:00:00,124.105,124.16,123.21,123.45,7361997.0
2023-06-09 16:00:00,123.43,123.59,123.32,123.51,1310018.0
2023-06-09 17:00:00,123.54,123.54,123.26,123.39,181887.0
2023-06-09 18:00:00,123.37,123.39,123.25,123.26,13417.0
2023-06-09 19:00:00,123.32,123.32,123.0,123.04,50516.0
2023-06-12 04:00:00,123.95,124.25,123.9,124.2,21783.0
2023-06-12 05:00:00,124.2,124.3,124.1,124.1,15607.0
2023-06-12 06:00:00,124.12,124.22,123.87,124.06,15375.0
2023-06-12 07:00:00,124.08,124.49,124.08,124.3,104373.0
2023-06-12 08:00:00,124.14,124.49,122.83,124.35,256548.0
2023-06-12 09:00:00,124.35,124.93,123.53,124.73,7581476.0
2023-06-12 10:00:00,124.735,125.29,124.3101,124.945,7066443.0
2023-06-12 11:00:00,124.96,125.6201,124.57,125.6199,5557965.0
2023-06-12 12:00:00,125.62,125.7,125.285,125.573,3567088.0
2023-06-12 13:00:00,125.57,126.18,125.525,126.115,4622618.0
2023-06-12 14:00:00,126.115,126.49,125.91,126.485,4219780.0
2023-06-12 15:00:00,126.49,126.78,126.17,126.66,8905331.0
2023-06-12 16:00:00,126.57,126.7,126.41,126.58,1341908.0
2023-06-12 17:00:00,126.56,126.64,126.53,126.6,187768.0
2023-06-12 18:00:00,126.58,126.8359,126.5,126.8359,49230.0
2023-06-12 19:00:00,126.83,127.0,126.61,127.0,95202.0
2023-06-13 04:00:00,127.13,127.98,127.13,127.95,38986.0
2023-06-13 05:00:00,127.93,128.1,127.7,127.92,24742.0
2023-06-13 06:00:00,127.9,127.91,127.6,127.7,20996.0
2023-06-13 07:00:00,127.61,127.87,127.4,127.45,110287.0
2023-06-13 08:00:00,127.62,128.8,127.08,128.5021,644886.0
2023-06-13 09:00:00,128.6,128.82,126.36,126.53,9265423.0
2023-06-13 10:00:00,126.55,128.05,125.18,126.44,9293213.0
2023-06-13 11:00:00,126.44,127.27,126.37,126.55,6601753.0
2023-06-13 12:00:00,126.54,126.79,125.87,126.5639,4760501.0
2023-06-13 13:00:00,126.57,126.84,126.33,126.56,3907045.0
2023-06-13 14:00:00,126.55,126.66,125.94,126.38,4317632.0
2023-06-13 15:00:00,126.39,126.75,126.29,126.65,6040425.0
2023-06-13 16:00:00,126.66,126.68,126.54,126.64,1599641.0
2023-06-13 17:00:00,126.65,126.72,126.56,126.68,154511.0
2023-06-13 18:00:00,126.62,126.69,126.58,126.65,26540.0
2023-06-13 19:00:00,126.65,126.77,126.6001,126.77,54642.0
2023-06-14 04:00:00,126.62,127.0,126.62,126.81,15955.0
2023-06-14 05:00:00,126.9,126.96,126.8,126.86,8650.0
2023-06-14 06:00:00,126.9,127.01,126.8,126.88,13101.0
2023-06-14 07:00:00,126.88,127.33,126.8,127.21,94420.0
2023-06-14 08:00:00,126.803,127.3,126.19,127.06,297178.0
2023-06-14 09:00:00,127.05,127.08,125.43,126.345,5281688.0
2023-06-14 10:00:00,126.35,126.95,125.97,126.0871,5750811.0
2023-06-14 11:00:00,126.0844,126.85,126.0,126.4401,4117898.0
2023-06-14 12:00:00,126.45,126.45,126.065,126.305,3087270.0
2023-06-14 13:00:00,126.3,126.335,125.705,125.83,3920368.0
2023-06-14 14:00:00,125.82,126.25,124.12,125.6201,10847457.0
2023-06-14 15:00:00,125.63,126.45,125.34,126.43,9812308.0
2023-06-14 16:00:00,126.44,126.72,126.26,126.47,2766067.0
2023-06-14 17:00:00,126.5,126.57,126.42,126.46,106461.0
2023-06-14 18:00:00,126.46,126.5,126.23,126.35,45310.0
2023-06-14 19:00:00,126.3999,126.41,126.1,126.16,31516.0
