datetime,open,high,low,close,volume
2023-06-13 14:00:00,124.49,124.61,123.845,124.13,1467054.0
2023-06-13 15:00:00,124.14,124.53,124.06,124.45,3011094.0
2023-06-13 16:00:00,124.43,124.5,123.32,124.31,1085228.0
2023-06-13 17:00:00,124.31,124.67,124.27,124.65,34751.0
2023-06-13 18:00:00,124.65,124.65,124.51,124.65,10323.0
2023-06-13 19:00:00,124.64,124.67,124.51,124.5599,19304.0
2023-06-14 04:00:00,124.53,124.67,124.4,124.55,6168.0
2023-06-14 05:00:00,124.55,124.58,124.43,124.58,3752.0
2023-06-14 06:00:00,124.55,124.6,123.8,124.07,13443.0
2023-06-14 07:00:00,124.35,124.35,123.9,124.23,53031.0
2023-06-14 08:00:00,124.2,124.67,123.91,124.02,54227.0
2023-06-14 09:00:00,124.04,124.19,122.16,123.5289,3711494.0
2023-06-14 10:00:00,123.53,124.79,123.51,124.23,3954543.0
2023-06-14 11:00:00,124.23,124.65,124.06,124.3,1628646.0
2023-06-14 12:00:00,124.305,124.58,123.97,124.22,1450987.0
2023-06-14 13:00:00,124.215,124.215,123.3,123.62,1837816.0
2023-06-14 14:00:00,123.61,124.11,122.45,123.85,3885802.0
2023-06-14 15:00:00,123.85,124.65,123.51,124.39,4130242.0
2023-06-14 16:00:00,124.38,124.6,124.21,124.54,1024234.0
2023-06-14 17:00:00,124.38,124.57,124.38,124.45,47989.0
2023-06-14 18:00:00,124.52,124.55,124.4,124.479,5632.0
2023-06-14 19:00:00,124.39,124.5,124.31,124.31,7581.0
